"DTI_CL_MES","Month","DTI_CL_ESTACIONES_METEO","DMC weather stations","Value","Flag Codes","Flags"
"2009-M07","2009 July","T001024","Balmaceda",11.9,,
"2009-M07","2009 July","T001025","Pdte. Carlos Ibáñez",9.6,,
"2009-M07","2009 July","T001026","Eduardo Frei Montalva",0.3,,
"2009-M08","2009 August","T001001","Chacalluta",19.2,,
"2009-M08","2009 August","T001002","Diego Aracena",20.8,,
"2009-M08","2009 August","T001003","Cerro Moreno",19.3,,
"2009-M08","2009 August","T001004","Mataveri",23.8,,
"2009-M08","2009 August","T001007","La Florida",19.6,,
"2009-M08","2009 August","T001009","Punta Ángeles",22.5,,
"2009-M08","2009 August","T001010","Jardín Botánico",28,,
"2009-M08","2009 August","T001011","Quinta Normal",27.4,,
"2009-M08","2009 August","T001012","Arturo Merino Benítezl",26.6,,
"2009-M08","2009 August","T001014","Juan Fernández",19.5,,
"2009-M08","2009 August","T001015","Graneros",27,,
"2009-M08","2009 August","T001016","General Freire",23.2,,
"2009-M08","2009 August","T001017","Bernardo O'Higgins",21.4,,
"2009-M08","2009 August","T001018","Carriel Sur",18.5,,
"2009-M08","2009 August","T001019","Maquehue",19.2,,
"2009-M08","2009 August","T001020","Pichoy",16.6,,
"2009-M08","2009 August","T001021","Cañal Bajo",16.7,,
"2009-M08","2009 August","T001022","El Tepual",15.4,,
"2009-M08","2009 August","T001023","Teniente Vidal",13.2,,
"2009-M08","2009 August","T001024","Balmaceda",12.5,,
"2009-M08","2009 August","T001025","Pdte. Carlos Ibáñez",8.4,,
"2009-M08","2009 August","T001026","Eduardo Frei Montalva",-0.7,,
"2009-M09","2009 September","T001001","Chacalluta",19.8,,
"2009-M09","2009 September","T001002","Diego Aracena",22.4,,
"2009-M09","2009 September","T001003","Cerro Moreno",19.4,,
"2009-M09","2009 September","T001004","Mataveri",24.3,,
"2009-M09","2009 September","T001007","La Florida",22.3,,
"2009-M09","2009 September","T001009","Punta Ángeles",18.5,,
"2009-M09","2009 September","T001010","Jardín Botánico",25,,
"2009-M09","2009 September","T001011","Quinta Normal",25.8,,
"2009-M09","2009 September","T001012","Arturo Merino Benítezl",25,,
"2009-M09","2009 September","T001014","Juan Fernández",17.5,,
"2009-M09","2009 September","T001015","Graneros",25.6,,
"2009-M09","2009 September","T001016","General Freire",21,,
"2009-M09","2009 September","T001017","Bernardo O'Higgins",22.6,,
"2009-M09","2009 September","T001018","Carriel Sur",23.4,,
"2009-M09","2009 September","T001019","Maquehue",23.5,,
"2009-M09","2009 September","T001020","Pichoy",23,,
"2009-M09","2009 September","T001021","Cañal Bajo",22.2,,
"2009-M09","2009 September","T001022","El Tepual",19.7,,
"2009-M09","2009 September","T001023","Teniente Vidal",21.8,,
"2009-M09","2009 September","T001024","Balmaceda",19,,
"2009-M09","2009 September","T001025","Pdte. Carlos Ibáñez",14,,
"2009-M09","2009 September","T001026","Eduardo Frei Montalva",0.2,,
"2009-M10","2009 October","T001001","Chacalluta",22.1,,
"2009-M10","2009 October","T001002","Diego Aracena",20.6,,
"2009-M10","2009 October","T001003","Cerro Moreno",22.4,,
"2009-M10","2009 October","T001004","Mataveri",24.5,,
"2009-M10","2009 October","T001007","La Florida",19.8,,
"2009-M10","2009 October","T001009","Punta Ángeles",28.5,,
"2009-M10","2009 October","T001010","Jardín Botánico",34,,
"2009-M10","2009 October","T001011","Quinta Normal",33.1,,
"2009-M10","2009 October","T001012","Arturo Merino Benítezl",33.3,,
"2009-M10","2009 October","T001014","Juan Fernández",21.6,,
"2009-M10","2009 October","T001015","Graneros",31.7,,
"2009-M10","2009 October","T001016","General Freire",28.5,,
"2009-M10","2009 October","T001017","Bernardo O'Higgins",26.6,,
"2009-M10","2009 October","T001018","Carriel Sur",20.2,,
"2009-M10","2009 October","T001019","Maquehue",22.3,,
"2009-M10","2009 October","T001020","Pichoy",21.5,,
"2009-M10","2009 October","T001021","Cañal Bajo",20.2,,
"2009-M10","2009 October","T001022","El Tepual",19.2,,
"2009-M10","2009 October","T001023","Teniente Vidal",20.4,,
"2009-M10","2009 October","T001024","Balmaceda",18.9,,
"2009-M10","2009 October","T001025","Pdte. Carlos Ibáñez",14,,
"2009-M10","2009 October","T001026","Eduardo Frei Montalva",5.7,,
"2009-M11","2009 November","T001001","Chacalluta",29.9,,
"2009-M11","2009 November","T001002","Diego Aracena",23,,
"2009-M11","2009 November","T001003","Cerro Moreno",23.6,,
"2009-M11","2009 November","T001004","Mataveri",24.6,,
"2009-M11","2009 November","T001007","La Florida",20.4,,
"2009-M11","2009 November","T001009","Punta Ángeles",24,,
"2009-M11","2009 November","T001010","Jardín Botánico",30,,
"2009-M11","2009 November","T001011","Quinta Normal",31.1,,
"2009-M11","2009 November","T001012","Arturo Merino Benítezl",30.6,,
"2009-M11","2009 November","T001014","Juan Fernández",18.8,,
"2009-M11","2009 November","T001015","Graneros",28.6,,
"2009-M11","2009 November","T001016","General Freire",30.1,,
"2009-M11","2009 November","T001017","Bernardo O'Higgins",24.4,,
"2009-M11","2009 November","T001018","Carriel Sur",20.7,,
"2009-M11","2009 November","T001019","Maquehue",22.3,,
"2009-M11","2009 November","T001020","Pichoy",19.1,,
"2009-M11","2009 November","T001021","Cañal Bajo",18.1,,
"2009-M11","2009 November","T001022","El Tepual",17.1,,
"2009-M11","2009 November","T001023","Teniente Vidal",19.4,,
"2009-M11","2009 November","T001024","Balmaceda",19.1,,
"2009-M11","2009 November","T001025","Pdte. Carlos Ibáñez",15,,
"2009-M11","2009 November","T001026","Eduardo Frei Montalva",2.7,,
"2009-M12","2009 December","T001001","Chacalluta",27,,
"2009-M12","2009 December","T001002","Diego Aracena",23.2,,
"2009-M12","2009 December","T001003","Cerro Moreno",24.6,,
"2009-M12","2009 December","T001004","Mataveri",27.3,,
"2009-M12","2009 December","T001007","La Florida",22,,
"2009-M12","2009 December","T001009","Punta Ángeles",28,,
"2009-M12","2009 December","T001010","Jardín Botánico",32.6,,
"2009-M12","2009 December","T001011","Quinta Normal",34.3,,
"2009-M12","2009 December","T001012","Arturo Merino Benítezl",34.5,,
"2009-M12","2009 December","T001014","Juan Fernández",22.5,,
"2009-M12","2009 December","T001015","Graneros",32.7,,
"2009-M12","2009 December","T001016","General Freire",32.2,,
"2009-M12","2009 December","T001017","Bernardo O'Higgins",30.2,,
"2009-M12","2009 December","T001018","Carriel Sur",23.3,,
"2009-M12","2009 December","T001019","Maquehue",24,,
"2009-M12","2009 December","T001020","Pichoy",26.5,,
"2009-M12","2009 December","T001021","Cañal Bajo",25.5,,
"2009-M12","2009 December","T001022","El Tepual",22,,
"2009-M12","2009 December","T001023","Teniente Vidal",26.7,,
"2009-M12","2009 December","T001024","Balmaceda",25.4,,
"2009-M12","2009 December","T001025","Pdte. Carlos Ibáñez",19.4,,
"2009-M12","2009 December","T001026","Eduardo Frei Montalva",2.6,,
"2005-M10","2005 October","T001001","Chacalluta",20.1,,
"2005-M10","2005 October","T001002","Diego Aracena",19.5,,
"2005-M10","2005 October","T001003","Cerro Moreno",19,,
"2005-M10","2005 October","T001004","Mataveri",23.9,,
"2005-M10","2005 October","T001007","La Florida",20.2,,
"2005-M10","2005 October","T001009","Punta Ángeles",20.8,,
"2005-M10","2005 October","T001010","Jardín Botánico",28.2,,
"2005-M10","2005 October","T001011","Quinta Normal",31.9,,
"2005-M10","2005 October","T001012","Arturo Merino Benítezl",31.5,,
"2005-M10","2005 October","T001013","Cerrillos",32,,
"2005-M10","2005 October","T001014","Juan Fernández",18.4,,
"2005-M10","2005 October","T001015","Graneros",28.2,,
"2005-M10","2005 October","T001016","General Freire",28.8,,
"2005-M10","2005 October","T001017","Bernardo O'Higgins",28,,
"2005-M10","2005 October","T001018","Carriel Sur",21,,
"2005-M10","2005 October","T001019","Maquehue",21,,
"2005-M10","2005 October","T001020","Pichoy",20.6,,
"2005-M10","2005 October","T001021","Cañal Bajo",20.8,,
"2005-M10","2005 October","T001022","El Tepual",19.1,,
"2005-M10","2005 October","T001023","Teniente Vidal",19,,
"2005-M10","2005 October","T001024","Balmaceda",18.2,,
"2005-M10","2005 October","T001025","Pdte. Carlos Ibáñez",15.8,,
"2005-M10","2005 October","T001026","Eduardo Frei Montalva",0.5,,
"2005-M11","2005 November","T001001","Chacalluta",22.7,,
"2005-M11","2005 November","T001002","Diego Aracena",22.4,,
"2005-M11","2005 November","T001003","Cerro Moreno",21.4,,
"2005-M11","2005 November","T001004","Mataveri",28.8,,
"2005-M11","2005 November","T001007","La Florida",21.2,,
"2005-M11","2005 November","T001009","Punta Ángeles",24.3,,
"2005-M11","2005 November","T001010","Jardín Botánico",28.4,,
"2005-M11","2005 November","T001011","Quinta Normal",31.1,,
"2005-M11","2005 November","T001012","Arturo Merino Benítezl",30,,
"2005-M11","2005 November","T001013","Cerrillos",31,,
"2005-M11","2005 November","T001014","Juan Fernández",22.2,,
"2005-M11","2005 November","T001015","Graneros",30.6,,
"2005-M11","2005 November","T001016","General Freire",30.6,,
"2005-M11","2005 November","T001017","Bernardo O'Higgins",29.4,,
"2005-M11","2005 November","T001018","Carriel Sur",23.8,,
"2005-M11","2005 November","T001019","Maquehue",23.8,,
"2005-M11","2005 November","T001020","Pichoy",24.6,,
"2005-M11","2005 November","T001021","Cañal Bajo",27.4,,
"2005-M11","2005 November","T001022","El Tepual",26,,
"2005-M11","2005 November","T001023","Teniente Vidal",23.2,,
"2005-M11","2005 November","T001024","Balmaceda",22.6,,
"2005-M11","2005 November","T001025","Pdte. Carlos Ibáñez",17.4,,
"2005-M11","2005 November","T001026","Eduardo Frei Montalva",3.6,,
"2005-M12","2005 December","T001001","Chacalluta",25.4,,
"2005-M12","2005 December","T001002","Diego Aracena",24.5,,
"2005-M12","2005 December","T001003","Cerro Moreno",24.4,,
"2005-M12","2005 December","T001004","Mataveri",28.4,,
"2005-M12","2005 December","T001007","La Florida",22,,
"2005-M12","2005 December","T001009","Punta Ángeles",24.3,,
"2005-M12","2005 December","T001010","Jardín Botánico",31,,
"2005-M12","2005 December","T001011","Quinta Normal",34,,
"2005-M12","2005 December","T001012","Arturo Merino Benítezl",33.2,,
"2005-M12","2005 December","T001013","Cerrillos",33.6,,
"2005-M12","2005 December","T001014","Juan Fernández",22.2,,
"2005-M12","2005 December","T001015","Graneros",32.2,,
"2005-M12","2005 December","T001016","General Freire",32.8,,
"2005-M12","2005 December","T001017","Bernardo O'Higgins",33.4,,
"2005-M12","2005 December","T001018","Carriel Sur",25.3,,
"2005-M12","2005 December","T001019","Maquehue",25.3,,
"2005-M12","2005 December","T001020","Pichoy",28.4,,
"2005-M12","2005 December","T001021","Cañal Bajo",27.4,,
"2005-M12","2005 December","T001022","El Tepual",22.8,,
"2005-M12","2005 December","T001023","Teniente Vidal",29.4,,
"2005-M12","2005 December","T001024","Balmaceda",27.4,,
"2005-M12","2005 December","T001025","Pdte. Carlos Ibáñez",20.8,,
"2005-M12","2005 December","T001026","Eduardo Frei Montalva",6.2,,
"2006-M10","2006 October","T001001","Chacalluta",22,,
"2006-M10","2006 October","T001002","Diego Aracena",21.5,,
"2006-M10","2006 October","T001003","Cerro Moreno",21.3,,
"2006-M10","2006 October","T001004","Mataveri",25.6,,
"2006-M10","2006 October","T001007","La Florida",21.7,,
"2006-M10","2006 October","T001009","Punta Ángeles",21.8,,
"2006-M10","2006 October","T001010","Jardín Botánico",30,,
"2006-M10","2006 October","T001011","Quinta Normal",30,,
"2006-M10","2006 October","T001012","Arturo Merino Benítezl",28.8,,
"2006-M10","2006 October","T001014","Juan Fernández",20.6,,
"2006-M10","2006 October","T001015","Graneros",28.4,,
"2006-M10","2006 October","T001016","General Freire",26.6,,
"2006-M10","2006 October","T001017","Bernardo O'Higgins",26.4,,
"2006-M10","2006 October","T001018","Carriel Sur",21.7,,
"2006-M10","2006 October","T001019","Maquehue",22.4,,
"2006-M10","2006 October","T001020","Pichoy",19.8,,
"2006-M10","2006 October","T001021","Cañal Bajo",19.8,,
"2006-M10","2006 October","T001022","El Tepual",19.1,,
"2006-M10","2006 October","T001023","Teniente Vidal",20.5,,
"2006-M10","2006 October","T001024","Balmaceda",21.2,,
"2006-M10","2006 October","T001025","Pdte. Carlos Ibáñez",17.1,,
"2006-M10","2006 October","T001026","Eduardo Frei Montalva",1.6,,
"2006-M11","2006 November","T001001","Chacalluta",23.2,,
"2006-M11","2006 November","T001002","Diego Aracena",22.7,,
"2006-M11","2006 November","T001003","Cerro Moreno",21.4,,
"2006-M11","2006 November","T001004","Mataveri",26.5,,
"2006-M11","2006 November","T001007","La Florida",21.2,,
"2006-M11","2006 November","T001009","Punta Ángeles",23.8,,
"2006-M11","2006 November","T001010","Jardín Botánico",31,,
"2006-M11","2006 November","T001011","Quinta Normal",33.8,,
"2006-M11","2006 November","T001012","Arturo Merino Benítezl",32.7,,
"2006-M11","2006 November","T001014","Juan Fernández",22.2,,
"2006-M11","2006 November","T001015","Graneros",32.1,,
"2006-M11","2006 November","T001016","General Freire",32.1,,
"2006-M11","2006 November","T001017","Bernardo O'Higgins",30.4,,
"2006-M11","2006 November","T001018","Carriel Sur",25.3,,
"2006-M11","2006 November","T001019","Maquehue",31.3,,
"2006-M11","2006 November","T001020","Pichoy",28.1,,
"2006-M11","2006 November","T001021","Cañal Bajo",28,,
"2006-M11","2006 November","T001022","El Tepual",26.9,,
"2006-M11","2006 November","T001023","Teniente Vidal",26.2,,
"2006-M11","2006 November","T001024","Balmaceda",24.6,,
"2006-M11","2006 November","T001025","Pdte. Carlos Ibáñez",17.4,,
"2006-M11","2006 November","T001026","Eduardo Frei Montalva",2.6,,
"2006-M12","2006 December","T001001","Chacalluta",26.6,,
"2006-M12","2006 December","T001002","Diego Aracena",25.9,,
"2006-M12","2006 December","T001003","Cerro Moreno",26.3,,
"2006-M12","2006 December","T001004","Mataveri",27.2,,
"2006-M12","2006 December","T001007","La Florida",22.1,,
"2006-M12","2006 December","T001009","Punta Ángeles",23.6,,
"2006-M12","2006 December","T001010","Jardín Botánico",31.6,,
"2006-M12","2006 December","T001011","Quinta Normal",34.8,,
"2006-M12","2006 December","T001012","Arturo Merino Benítezl",34.3,,
"2006-M12","2006 December","T001014","Juan Fernández",25.3,,
"2006-M12","2006 December","T001015","Graneros",31.4,,
"2006-M12","2006 December","T001016","General Freire",33.2,,
"2006-M12","2006 December","T001017","Bernardo O'Higgins",31.8,,
"2006-M12","2006 December","T001018","Carriel Sur",26.3,,
"2006-M12","2006 December","T001019","Maquehue",25.9,,
"2006-M12","2006 December","T001020","Pichoy",25.6,,
"2006-M12","2006 December","T001021","Cañal Bajo",27.2,,
"2006-M12","2006 December","T001022","El Tepual",24.6,,
"2006-M12","2006 December","T001023","Teniente Vidal",18.4,,
"2006-M12","2006 December","T001024","Balmaceda",17.5,,
"2006-M12","2006 December","T001025","Pdte. Carlos Ibáñez",18.5,,
"2006-M12","2006 December","T001026","Eduardo Frei Montalva",7.3,,
"2007-M10","2007 October","T001001","Chacalluta",20.9,,
"2007-M10","2007 October","T001002","Diego Aracena",21.2,,
"2007-M10","2007 October","T001003","Cerro Moreno",20.1,,
"2007-M10","2007 October","T001004","Mataveri",24.8,,
"2007-M10","2007 October","T001007","La Florida",19,,
"2007-M10","2007 October","T001009","Punta Ángeles",23.1,,
"2007-M10","2007 October","T001010","Jardín Botánico",29.2,,
"2007-M10","2007 October","T001011","Quinta Normal",31.2,,
"2007-M10","2007 October","T001012","Arturo Merino Benítezl",31,,
"2007-M10","2007 October","T001014","Juan Fernández",18.7,,
"2007-M10","2007 October","T001015","Graneros",31.4,,
"2007-M10","2007 October","T001016","General Freire",30.7,,
"2007-M10","2007 October","T001017","Bernardo O'Higgins",27,,
"2007-M10","2007 October","T001018","Carriel Sur",23.2,,
"2007-M10","2007 October","T001019","Maquehue",25.7,,
"2007-M10","2007 October","T001020","Pichoy",23.5,,
"2007-M10","2007 October","T001021","Cañal Bajo",23.6,,
"2007-M10","2007 October","T001022","El Tepual",22.9,,
"2007-M10","2007 October","T001023","Teniente Vidal",20.3,,
"2007-M10","2007 October","T001024","Balmaceda",19.2,,
"2007-M10","2007 October","T001025","Pdte. Carlos Ibáñez",15.2,,
"2007-M10","2007 October","T001026","Eduardo Frei Montalva",1.8,,
"2007-M11","2007 November","T001001","Chacalluta",23.2,,
"2007-M11","2007 November","T001002","Diego Aracena",22.2,,
"2007-M11","2007 November","T001003","Cerro Moreno",20.7,,
"2007-M11","2007 November","T001004","Mataveri",25.3,,
"2007-M11","2007 November","T001007","La Florida",19.6,,
"2007-M11","2007 November","T001009","Punta Ángeles",27.8,,
"2007-M11","2007 November","T001010","Jardín Botánico",34.8,,
"2007-M11","2007 November","T001011","Quinta Normal",34.8,,
"2007-M11","2007 November","T001012","Arturo Merino Benítezl",34,,
"2007-M11","2007 November","T001014","Juan Fernández",21.4,,
"2007-M11","2007 November","T001015","Graneros",32.2,,
"2007-M11","2007 November","T001016","General Freire",35.6,,
"2007-M11","2007 November","T001017","Bernardo O'Higgins",33.4,,
"2007-M11","2007 November","T001018","Carriel Sur",24.8,,
"2007-M11","2007 November","T001019","Maquehue",28.7,,
"2007-M11","2007 November","T001020","Pichoy",24.8,,
"2007-M11","2007 November","T001021","Cañal Bajo",23.2,,
"2007-M11","2007 November","T001022","El Tepual",21.1,,
"2007-M11","2007 November","T001023","Teniente Vidal",28.7,,
"2007-M11","2007 November","T001024","Balmaceda",27.6,,
"2007-M11","2007 November","T001025","Pdte. Carlos Ibáñez",21,,
"2007-M11","2007 November","T001026","Eduardo Frei Montalva",3.7,,
"2007-M12","2007 December","T001001","Chacalluta",23.8,,
"2007-M12","2007 December","T001002","Diego Aracena",24,,
"2007-M12","2007 December","T001003","Cerro Moreno",23.5,,
"2007-M12","2007 December","T001004","Mataveri",27.2,,
"2007-M12","2007 December","T001007","La Florida",20.4,,
"2007-M12","2007 December","T001009","Punta Ángeles",24.9,,
